error,0.cx,0.cy,0.r,1.cx,1.cy,1.rx,1.ry,2.cx,2.cy,2.rx,2.ry
0.5451431750551696,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.327868394434784,0.0,0.0,1.0,1.1030025851929954,0.0,0.8047126458623831,0.9585217199790719,0.21138700984098255,1.1030025851929957,0.9585217199790719,0.804712645862383
0.2432472430333332,0.0,0.0,1.0,1.0270121689244212,0.0,0.7517513402563635,0.93975690984467,0.28958583005989,1.1603731646240039,0.8862729310540077,0.6340786004043724
0.15710882944874105,0.0,0.0,1.0,1.0654584463569572,0.0,0.6276479486561356,0.9107483260814127,0.3222360898346536,1.063426370687546,0.858038826154098,0.6372038883526954
0.11127540745641143,0.0,0.0,1.0,1.0688401933265523,0.0,0.6612712837250364,0.9489944279300929,0.34338872372914775,1.0589504293912448,0.8011785608289652,0.5611152993388311
0.08551129823146515,0.0,0.0,1.0,1.079084573902932,0.0,0.6025099253687435,0.9347644472470473,0.3596135239339925,1.0147634986412482,0.7919527658084522,0.5586445129890222
0.06245719287976951,0.0,0.0,1.0,1.0433571534211834,0.0,0.5887826198421269,0.92935212385863,0.38345606699867507,1.0113463071563824,0.7738793646989428,0.5242643352625947
0.04604846910548086,0.0,0.0,1.0,1.0097384452913272,0.0,0.6122954047495076,0.9388312059762687,0.39053069645801813,1.0024619113983526,0.7758664283032151,0.526628353416562
0.053252013451700414,0.0,0.0,1.0,1.0223338406258613,0.0,0.6326498308255305,0.9581533375122413,0.39207524544431277,0.9937187434190177,0.7723996677681958,0.5280022822013319
0.04090684020252054,0.0,0.0,1.0,1.024294608292459,0.0,0.6050035224045229,0.9553235386958606,0.410027567562164,0.9850368676910486,0.7635299983866073,0.5162963824942304
0.03601705070670319,0.0,0.0,1.0,1.0178102199373376,0.0,0.6049891143995703,0.953367924535905,0.41665438719859077,0.9938509500426957,0.7776749293168361,0.5375660159662528
