error,0.cx,0.cy,0.rx,0.ry,1.cx,1.cy,1.rx,1.ry
0.328648904255436,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.06363360379546748,0.9619895035368105,0.0,1.1275706187992323,1.1275706187992323,0.038010496463189505,0.9619895035368105,0.9104398776639573,0.9104398776639573
0.019375634451843038,0.9522990279642523,0.0,1.1502035822177432,1.1506198881885876,0.047700972035747684,0.9519003827735526,0.8922437628233221,0.8925539622141215
0.008730820988469279,0.9455569830245303,0.0,1.1526662606296472,1.1534503265653997,0.05444301697546962,0.944810852236489,0.8959044880088894,0.8964660709392921
0.006532829456854822,0.9441498819140334,0.0,1.1557000816884102,1.1565695910017644,0.0558501180859665,0.9433209346811865,0.8934007660675002,0.8940228927995033
0.0027216989262042746,0.9418778693800879,0.0,1.1564966955272158,1.1575108867560708,0.05812213061991202,0.9409117287913187,0.8946293093600786,0.8953472216459292
0.001582993050479209,0.9409313360870208,0.0,1.1568250583673099,1.1579018842549127,0.059068663912979096,0.939905693896876,0.8951398601383664,0.8958989697925784
0.0007508888975638062,0.9407823096468425,0.0,1.156433631280916,1.1575208850990701,0.05921769035315738,0.9397471451529442,0.8957925330254101,0.8965577276743604
0.00031077056899039834,0.9405211526194204,0.0,1.1565238287382131,1.157628667810618,0.05947884738057952,0.9394692585523238,0.895933100643177,0.8967098454864435
0.00017947745596613718,0.9404130679728747,0.0,1.1565611126166369,1.1576732605581206,0.05958693202712516,0.939354219207254,0.8959912606244202,0.8967728024012311
0.00009421488670219302,0.940383851715044,0.0,1.1566232116067559,1.1577372886770356,0.05961614828495585,0.9393231195789148,0.8959398239244903,0.8967227227445164
0.00003895859352712194,0.940351084601636,0.0,1.1566345063370715,1.1577508042425733,0.059648915398363894,0.9392882391486712,0.8959574550951904,0.8967418106073685
0.00001610960330700184,0.9403375351512875,0.0,1.1566391760702102,1.1577563927939212,0.05966246484871234,0.9392738153402889,0.8959647454590272,0.8967497035857886
6.675397064864752e-6,0.9403319323766706,0.0,1.1566411069076328,1.1577587036509718,0.05966806762332926,0.9392678509306521,0.8959677600215284,0.8967529673775255
3.652127143205508e-6,0.9403296107340536,0.0,1.1566419069747493,1.157759661202434,0.05967038926594623,0.9392653794217594,0.8959690091694268,0.896754319807181
1.8845246185783537e-6,0.9403292661772523,0.0,1.15664100335652,1.1577587819444826,0.05967073382274752,0.9392650126223119,0.8959705143552341,0.8967558391658058
7.631214224701477e-7,0.9403286107565629,0.0,1.1566412292202355,1.1577590522693026,0.059671389243436936,0.939264314891108,0.8959708669991916,0.8967562209682526
5.135707518699739e-7,0.940328345349808,0.0,1.1566413206814432,1.1577591617348364,0.05967165465019179,0.9392640323508978,0.8959710097991154,0.8967563755757377
2.3356979611532935e-7,0.9403282617319122,0.0,1.156641498360972,1.1577593449430195,0.05967173826808758,0.9392639433349861,0.8959708626148605,0.896756232279842
1.0170493744410258e-7,0.9403281804984446,0.0,1.156641526354597,1.157759378447287,0.059671819501555236,0.9392638568574235,0.8959709063218564,0.8967562796008152
3.6663746788567764e-8,0.9403281451263851,0.0,1.1566415385440534,1.1577593930362837,0.05967185487361477,0.9392638192018877,0.8959709253534988,0.8967563002061194
1.9428906206098162e-8,0.9403281323750647,0.0,1.1566415429382457,1.1577593982954901,0.059671867624935065,0.9392638056273935,0.8959709322142404,0.8967563076341525
6.377558203762845e-9,0.9403281292117126,0.0,1.1566415496600422,1.1577594052264422,0.05967187078828716,0.9392638022598281,0.8959709266461098,0.8967563022131229
3.0683044160983997e-9,0.9403281269936554,0.0,1.1566415504243999,1.1577594061412666,0.059671873006344356,0.939263799898582,0.8959709278395169,0.8967563035052089
2.165253809582879e-9,0.9403281267041774,0.0,1.1566415496652314,1.1577594054025648,0.059671873295822346,0.9392637995904165,0.8959709291040852,0.8967563047816846
1.5486928961472302e-9,0.9403281259511217,0.0,1.1566415499247396,1.1577594057131582,0.05967187404887808,0.9392637987887466,0.8959709295092605,0.8967563052203625
1.7635385651804114e-9,0.9403281254125003,0.0,1.1566415501103522,1.1577594059353093,0.05967187458749949,0.9392637982153539,0.8959709297990612,0.896756305534126
9.150195046103704e-10,0.9403281247991575,0.0,1.1566415503217142,1.157759406188279,0.05967187520084229,0.9392637975624162,0.8959709301290653,0.8967563058914169
6.800684182461936e-10,0.940328124650177,0.0,1.1566415506382826,1.1577594065146977,0.05967187534982283,0.939263797403818,0.8959709298668298,0.8967563056361092
1.9418233687673592e-10,0.9403281244136553,0.0,1.1566415507197896,1.1577594066122496,0.059671875586344486,0.9392637971520275,0.8959709299940883,0.8967563057738903
7.346096758675813e-9,0.9403281243461205,0.0,1.1566415507430625,1.157759406640104,0.05967187565387935,0.9392637970801329,0.8959709300304249,0.8967563058132314
8.95218688068411e-9,0.9403281269010266,0.0,1.1566415498626244,1.1577594055863483,0.05967187309897319,0.9392637997999735,0.895970928655779,0.8967563043249206
7.195149726024752e-9,0.9403281237875368,0.0,1.156641550935554,1.1577594068704886,0.059671876212463004,0.9392637964854893,0.8959709303309662,0.8967563061386234
2.367282786464031e-9,0.9403281212851287,0.0,1.156641551797901,1.157759407902592,0.05967187871487115,0.9392637938215357,0.8959709316773661,0.8967563075963525
1.6931941682063467e-9,0.9403281221084483,0.0,1.1566415515141795,1.1577594075630186,0.05967187789155156,0.9392637946980055,0.8959709312343859,0.8967563071167437
7.932535545096542e-9,0.9403281226973259,0.0,1.1566415513112482,1.1577594073201396,0.059671877302673905,0.9392637953248987,0.8959709309175452,0.8967563067737045
1.0477524958751872e-9,0.9403281254561902,0.0,1.1566415503605247,1.1577594061822625,0.05967187454380962,0.9392637982618642,0.8959709294331613,0.896756305166582
6.379765743469434e-9,0.9403281250917913,0.0,1.1566415504860992,1.1577594063325567,0.05967187490820849,0.9392637978739412,0.895970929629223,0.8967563053788554
4.127788638674801e-9,0.9403281273106162,0.0,1.156641549721477,1.1577594054174156,0.05967187268938353,0.9392638002360046,0.8959709284354027,0.8967563040863221
9.900349068336922e-9,0.9403281258750086,0.0,1.1566415502161973,1.1577594060095235,0.05967187412499117,0.9392637987077199,0.8959709292078194,0.8967563049226074
1.4284870231140445e-9,0.9403281224317566,0.0,1.1566415514027655,1.1577594074296724,0.059671877568243235,0.9392637950421853,0.8959709310604325,0.8967563069284068
1.0217226786846112e-9,0.9403281229285715,0.0,1.1566415512315598,1.1577594072247641,0.05967187707142834,0.9392637955710725,0.8959709307931254,0.896756306638997
6.542498598438584e-9,0.9403281232839175,0.0,1.156641551109105,1.1577594070782038,0.059671876716082414,0.9392637959493582,0.8959709306019344,0.8967563064319971
4.127707037282491e-9,0.9403281210084955,0.0,1.156641551893231,1.157759408016688,0.05967187899150439,0.939263793527044,0.8959709318262062,0.8967563077574998
3.769148132493072e-9,0.9403281195729163,0.0,1.1566415523879414,1.1577594086087841,0.05967188042708365,0.9392637919987895,0.8959709325986077,0.8967563085937685
4.200870401538381e-9,0.940328120883792,0.0,1.1566415519362048,1.1577594080681213,0.05967187911620794,0.9392637933942901,0.895970931893302,0.8967563078301435
9.939629064259492e-9,0.9403281223448169,0.0,1.1566415514327257,1.1577594074655302,0.05967187765518313,0.9392637949496329,0.8959709311072098,0.896756306979052
8.052143202208484e-9,0.9403281258017302,0.0,1.1566415502414498,1.157759406039747,0.05967187419826983,0.9392637986297107,0.8959709292472465,0.8967563049652945
1.4567886341687597e-9,0.9403281230012674,0.0,1.1566415512065082,1.1577594071947812,0.059671876998732575,0.9392637956484613,0.8959709307540121,0.8967563065966495
5.473796416133325e-10,0.9403281235079254,0.0,1.1566415510319106,1.1577594069858133,0.05967187649207464,0.9392637961878271,0.8959709304814091,0.8967563063015058
3.91512239295011e-10,0.9403281236982991,0.0,1.1566415509663066,1.1577594069072947,0.059671876301700934,0.9392637963904905,0.8959709303789801,0.8967563061906073
2.9501406872967095e-10,0.9403281238344635,0.0,1.1566415509193835,1.1577594068511345,0.05967187616553651,0.9392637965354451,0.895970930305718,0.8967563061112874
6.434437954672134e-9,0.9403281238622965,0.0,1.1566415509923766,1.15775940692216,0.05967187613770352,0.9392637965650749,0.8959709301841311,0.8967563059885557
1.5562227867471634e-8,0.940328121624457,0.0,1.1566415517635513,1.1577594078451436,0.059671878375542976,0.9392637941827695,0.895970931388182,0.8967563072921655
3.743266779876464e-9,0.9403281270368594,0.0,1.1566415498984006,1.1577594056128304,0.059671872963140554,0.939263799944575,0.895970928476084,0.896756304139276
9.689135160861895e-9,0.940328125734985,0.0,1.1566415503470355,1.1577594061497807,0.05967187426501496,0.9392637985586568,0.8959709291765466,0.8967563048976576
5.322147250685916e-9,0.9403281223651913,0.0,1.1566415515082895,1.157759407539632,0.05967187763480874,0.9392637949713227,0.8959709309896361,0.8967563068606652
