error,0.cx,0.cy,0.rx,0.ry,0.t,1.cx,1.cy,1.rx,1.ry,1.t,2.cx,2.cy,2.rx,2.ry,2.t,3.cx,3.cy,3.rx,3.ry,3.t
0.21075201308646907,-0.7795647537412774,1.3864596428989213,0.9779421231703596,2.116221516077534,0.5929345063728056,-0.334020975375785,2.2012585482178664,0.8217004750509326,1.8949774045049235,0.8930950419653292,0.15416800838315917,2.5522066048894576,2.052620045044561,0.7844775004499663,0.47084646751887366,0.9594177207338993,1.5988440867036033,2.417618150694609,1.4130685330891937,0.8644165147959761
0.19383563661117154,-0.7816537990916204,1.390608397252862,0.9739895639124795,2.110387055195473,0.5921819471124163,-0.3376419428483868,2.202006535126102,0.8185415608654333,1.89055953037259,0.8916953796114537,0.14992963709597534,2.5540654326056083,2.049223480317939,0.7803541417973335,0.47668046337431136,0.9693661048440277,1.5920885177252766,2.422685025844823,1.4216072162684785,0.8646353006035349
0.178368884218569,-0.7834386999282588,1.3945183910064853,0.9702281509489918,2.1049768645596125,0.5915423908232738,-0.34099571978617627,2.20264388185376,0.8156033472748166,1.8864684276299086,0.8904122461541373,0.14605753217419826,2.555726347208455,2.0461203236939167,0.7764671302599296,0.48200301693293757,0.9783768875402327,1.5858802626411488,2.427479442540163,1.429427367092591,0.8648651624839853
0.16421611124577376,-0.7849722471625106,1.398188718610988,0.9666680147065706,2.0999646644566403,0.590989219760419,-0.34410178991212054,2.203186351835425,0.8128718986018494,1.8826794162874392,0.8892350175443908,0.1425153301112303,2.557213517392089,2.043280031714075,0.7728107288201488,0.48686293885632415,0.9865587069633966,1.5801802948713468,2.431994658547545,1.4365964781086042,0.8650979617956617
0.1512549243801609,-0.786295747475124,1.4016239234243189,0.9633116173980956,2.0953233248963086,0.5905046090356317,-0.3469785218748758,2.203648207729128,0.8103336432607843,1.8791704682795998,0.888153484769344,0.13927118780742911,2.5585476354329475,2.0406762821516065,0.7693774206241438,0.4913034557831028,0.9940030815425666,1.5749491161234548,2.436232848723974,1.443174589834931,0.8653287965802362
0.13937555586955727,-0.7874423635692391,1.4048321474928238,0.9601567224602939,2.091026846713859,0.5900758935045973,-0.3496428221759313,2.204041521981508,0.8079757863828143,1.8759211900504273,0.8871587774998702,0.1362971361360012,2.559747403038225,2.03828670148255,0.7661587873355311,0.4953648679273264,1.000788049609165,1.5701478101972925,2.4402005915830283,1.4492148857164302,0.8655537330590705
0.12847932660019235,-0.7884391431432723,1.4078236082682878,0.9571980496896401,2.087050473809382,0.5896937286992134,-0.3521103769339048,2.2043765372410538,0.8057861910075655,1.872912572192193,0.8862430662429064,0.13356832242675637,2.560828601843271,2.036091478593999,0.7631454704083989,0.49908264131382374,1.0069811976504166,1.5657401353572364,2.4439079183203702,1.4547651758476023,0.8657705412607474
0.11847722512558033,-0.789309280416611,1.4106088680530702,0.9544290489336454,2.0833705511328913,0.589349511985707,-0.3543961127498009,2.204661909022796,0.8037531285160328,1.870126540132289,0.8853993072320137,0.1310622837628303,2.561802668268139,2.0340719245785017,0.7603265146110646,0.5024844177806049,1.0126431094035773,1.5616954373658438,2.4473673749421523,1.4598699625161042,0.8659799859194857
0.11034948238920002,-0.7900706361345722,1.4132000276334733,0.9518411842741552,2.0799656103287285,0.5890389121554753,-0.3565131095188595,2.204905063404912,0.8018661343478788,1.867547061339452,0.8846213794403804,0.12875957076560898,2.5626840542626788,2.032213846558224,0.7576931536925035,0.5056034603379768,1.0178241748878185,1.5579797374087851,2.450590265493647,1.464566335525718,0.8661789445135859
0.10184776789925884,-0.7903159347505825,1.4158198605584262,0.9489849785396848,2.0766128962941584,0.5885865655253962,-0.35961788603478656,2.2038671047320193,0.7985282050613118,1.864913684461528,0.8834255609235817,0.1290766471311457,2.561669327360499,2.0315342948835275,0.7568249936800967,0.505699375582264,1.0208571736542191,1.5574125900589049,2.4538776041742048,1.4706509236628822,0.8684844373874863
0.09551390174324453,-0.7909114796278519,1.418073962656059,0.9467182409475544,2.073676071671014,0.5883310357660019,-0.36143885722282554,2.204051317733051,0.7968934217251155,1.8626917767405575,0.8827599098546316,0.12709008290571688,2.562414256640272,2.029929594607693,0.7545196114302236,0.5083767248395455,1.0252602539449565,1.554229345680467,2.456689011878236,1.4746578011692104,0.8686415822119598
